,pert_id,pert_iname,pcl_id,pcl_name,pcl_type,pcl_source,pcl_criteria
845,BRD-K96809896,SKF-86002,CP_P38_MAPK_INHIBITOR,P38 MAPK inhibitor,CP,Broad_moa,MoA
846,BRD-K52751261,TAK-715,CP_P38_MAPK_INHIBITOR,P38 MAPK inhibitor,CP,Broad_moa,MoA
847,BRD-K07736136,VX-702,CP_P38_MAPK_INHIBITOR,P38 MAPK inhibitor,CP,Broad_moa,MoA
848,BRD-K91900765,VX-745,CP_P38_MAPK_INHIBITOR,P38 MAPK inhibitor,CP,Broad_moa,MoA
849,ccsbBroad304_08873,P2RY12,OE_PURINERGIC_RECEPTORS_P2Y,Purinergic receptors P2Y GOF,GOF,Broad_moa,MoA
850,ccsbBroad304_06681,P2RY2,OE_PURINERGIC_RECEPTORS_P2Y,Purinergic receptors P2Y GOF,GOF,Broad_moa,MoA
851,ccsbBroad304_01137,P2RY6,OE_PURINERGIC_RECEPTORS_P2Y,Purinergic receptors P2Y GOF,GOF,Broad_moa,MoA
852,ccsbBroad304_05417,P2RY8,OE_PURINERGIC_RECEPTORS_P2Y,Purinergic receptors P2Y GOF,GOF,Broad_moa,MoA
853,BRD-K47983010,BX-795,CP_IKK_INHIBITOR,IKK inhibitor,CP,Broad_moa,MoA
854,BRD-K14618467,IKK-16,CP_IKK_INHIBITOR,IKK inhibitor,CP,Broad_moa,MoA
855,BRD-K74305673,IKK-2-inhibitor-V,CP_IKK_INHIBITOR,IKK inhibitor,CP,Broad_moa,MoA
856,BRD-K51575138,TPCA-1,CP_IKK_INHIBITOR,IKK inhibitor,CP,Broad_moa,MoA
857,BRD-A52193669,withaferin-a,CP_IKK_INHIBITOR,IKK inhibitor,CP,Broad_moa,MoA
858,BRD-K83508485,FK-888,CP_TACHYKININ_ANTAGONIST,Tachykinin antagonist,CP,Broad_moa,MoA
859,BRD-K52394958,GR-159897,CP_TACHYKININ_ANTAGONIST,Tachykinin antagonist,CP,Broad_moa,MoA
860,BRD-K15791587,L-733060,CP_TACHYKININ_ANTAGONIST,Tachykinin antagonist,CP,Broad_moa,MoA
861,BRD-A82590476,SDZ-NKT-343,CP_TACHYKININ_ANTAGONIST,Tachykinin antagonist,CP,Broad_moa,MoA
862,BRD-A84702196,penicillin,CP_BACTERIAL_CELL_WALL_SYNTHESIS_INHIBITOR,Bacterial cell wall synthesis inhibitor,CP,Broad_moa,MoA
863,BRD-K50464341,berbamine,CP_CALMODULIN_ANTAGONIST,Calmodulin antagonist,CP,Broad_moa,MoA
864,BRD-K45068323,W-13,CP_CALMODULIN_ANTAGONIST,Calmodulin antagonist,CP,Broad_moa,MoA
865,BRD-K68341547,W-9,CP_CALMODULIN_ANTAGONIST,Calmodulin antagonist,CP,Broad_moa,MoA
866,CGS001-6118,RPA2,KD_DNA_REPLICATION,DNA Replication LOF,LOF,Broad_moa,MoA
867,CGS001-6119,RPA3,KD_DNA_REPLICATION,DNA Replication LOF,LOF,Broad_moa,MoA
868,BRD-A84702196,penicillin,CP_BACTERIAL_CELL_WALL_SYNTHESIS_INHIBITOR,Bacterial cell wall synthesis inhibitor,CP,Broad_moa,MoA
869,CGS001-5111,PCNA,KD_DNA_REPLICATION,DNA Replication LOF,LOF,Broad_moa,MoA
870,CGS001-5427,POLE2,KD_DNA_REPLICATION,DNA Replication LOF,LOF,Broad_moa,MoA
871,CGS001-5887,RAD23B,KD_DNA_REPLICATION,DNA Replication LOF,LOF,Broad_moa,MoA
872,CGS001-6117,RPA1,KD_DNA_REPLICATION,DNA Replication LOF,LOF,Broad_moa,MoA
873,CGS001-6118,RPA2,KD_DNA_REPLICATION,DNA Replication LOF,LOF,Broad_moa,MoA
874,CGS001-6119,RPA3,KD_DNA_REPLICATION,DNA Replication LOF,LOF,Broad_moa,MoA
875,BRD-A84702196,penicillin,CP_BACTERIAL_CELL_WALL_SYNTHESIS_INHIBITOR,Bacterial cell wall synthesis inhibitor,CP,Broad_moa,MoA
876,BRD-A75368507,demeclocycline,CP_BACTERIAL_30S_RIBOSOMAL_SUBUNIT_INHIBITOR,Bacterial 30S ribosomal subunit inhibitor,CP,Broad_moa,MoA
877,BRD-A88774919,doxycycline,CP_BACTERIAL_30S_RIBOSOMAL_SUBUNIT_INHIBITOR,Bacterial 30S ribosomal subunit inhibitor,CP,Broad_moa,MoA
878,BRD-A45140972,meclocycline,CP_BACTERIAL_30S_RIBOSOMAL_SUBUNIT_INHIBITOR,Bacterial 30S ribosomal subunit inhibitor,CP,Broad_moa,MoA
879,BRD-K11905747,spectinomycin,CP_BACTERIAL_30S_RIBOSOMAL_SUBUNIT_INHIBITOR,Bacterial 30S ribosomal subunit inhibitor,CP,Broad_moa,MoA
880,BRD-A15493168,tetracycline,CP_BACTERIAL_30S_RIBOSOMAL_SUBUNIT_INHIBITOR,Bacterial 30S ribosomal subunit inhibitor,CP,Broad_moa,MoA
881,BRD-A74500471,ethambutol,CP_BACTERIAL_CELL_WALL_SYNTHESIS_INHIBITOR,Bacterial cell wall synthesis inhibitor,CP,Broad_moa,MoA
882,BRD-K18574842,nafcillin,CP_BACTERIAL_CELL_WALL_SYNTHESIS_INHIBITOR,Bacterial cell wall synthesis inhibitor,CP,Broad_moa,MoA
883,BRD-A84702196,penicillin,CP_BACTERIAL_CELL_WALL_SYNTHESIS_INHIBITOR,Bacterial cell wall synthesis inhibitor,CP,Broad_moa,MoA
884,BRD-K52735702,cefdinir,CP_BACTERIAL_CELL_WALL_SYNTHESIS_INHIBITOR,Bacterial cell wall synthesis inhibitor,CP,Broad_moa,MoA
885,BRD-K04993501,cefixime,CP_BACTERIAL_CELL_WALL_SYNTHESIS_INHIBITOR,Bacterial cell wall synthesis inhibitor,CP,Broad_moa,MoA
886,BRD-A67981824,cefotaxime,CP_BACTERIAL_CELL_WALL_SYNTHESIS_INHIBITOR,Bacterial cell wall synthesis inhibitor,CP,Broad_moa,MoA
887,BRD-K63641886,cefuroxime,CP_BACTERIAL_CELL_WALL_SYNTHESIS_INHIBITOR,Bacterial cell wall synthesis inhibitor,CP,Broad_moa,MoA
888,BRD-K90733503,cephalexin,CP_BACTERIAL_CELL_WALL_SYNTHESIS_INHIBITOR,Bacterial cell wall synthesis inhibitor,CP,Broad_moa,MoA
889,BRD-K05673000,dicloxacillin,CP_BACTERIAL_CELL_WALL_SYNTHESIS_INHIBITOR,Bacterial cell wall synthesis inhibitor,CP,Broad_moa,MoA
890,BRD-A74500471,ethambutol,CP_BACTERIAL_CELL_WALL_SYNTHESIS_INHIBITOR,Bacterial cell wall synthesis inhibitor,CP,Broad_moa,MoA
891,BRD-K18574842,nafcillin,CP_BACTERIAL_CELL_WALL_SYNTHESIS_INHIBITOR,Bacterial cell wall synthesis inhibitor,CP,Broad_moa,MoA
892,BRD-A84702196,penicillin,CP_BACTERIAL_CELL_WALL_SYNTHESIS_INHIBITOR,Bacterial cell wall synthesis inhibitor,CP,Broad_moa,MoA
893,CGS001-5499,PPP1CA,KD_PROTEIN_PHOSPHATASE_CATALYTIC_SUBUNITS,Protein phosphatase catalytic subunits LOF,LOF,Broad_moa,MoA
894,CGS001-5516,PPP2CB,KD_PROTEIN_PHOSPHATASE_CATALYTIC_SUBUNITS,Protein phosphatase catalytic subunits LOF,LOF,Broad_moa,MoA
895,CGS001-5531,PPP4C,KD_PROTEIN_PHOSPHATASE_CATALYTIC_SUBUNITS,Protein phosphatase catalytic subunits LOF,LOF,Broad_moa,MoA
896,CGS001-207,AKT1,KD_IL4_PATHWAY,IL4 Pathway LOF,LOF,Broad_moa,MoA
897,CGS001-3565,IL4,KD_IL4_PATHWAY,IL4 Pathway LOF,LOF,Broad_moa,MoA
898,CGS001-3566,IL4R,KD_IL4_PATHWAY,IL4 Pathway LOF,LOF,Broad_moa,MoA
899,CGS001-3716,JAK1,KD_IL4_PATHWAY,IL4 Pathway LOF,LOF,Broad_moa,MoA
900,BRD-K17008822,BD-1008,CP_SIGMA_RECEPTOR_ANTAGONIST,Sigma receptor antagonist,CP,Broad_moa,MoA
901,BRD-K29668683,BD-1063,CP_SIGMA_RECEPTOR_ANTAGONIST,Sigma receptor antagonist,CP,Broad_moa,MoA
902,BRD-A15435692,BMY-14802,CP_SIGMA_RECEPTOR_ANTAGONIST,Sigma receptor antagonist,CP,Broad_moa,MoA
903,CGS001-5294,PIK3CG,KD_PI3K_SIGNALING,PI3K Signaling LOF,LOF,Broad_moa,MoA
904,BRD-A65671304,candesartan-cilextil,CP_ANGIOTENSIN_RECEPTOR_ANTAGONIST,Angiotensin receptor antagonist,CP,Broad_moa,MoA
905,BRD-K60038276,irbesartan,CP_ANGIOTENSIN_RECEPTOR_ANTAGONIST,Angiotensin receptor antagonist,CP,Broad_moa,MoA
906,BRD-K78485176,olmesartan-medoxomil,CP_ANGIOTENSIN_RECEPTOR_ANTAGONIST,Angiotensin receptor antagonist,CP,Broad_moa,MoA
907,BRD-K11373525,ZD-7155,CP_ANGIOTENSIN_RECEPTOR_ANTAGONIST,Angiotensin receptor antagonist,CP,Broad_moa,MoA
908,CGS001-5294,PIK3CG,KD_PI3K_SIGNALING,PI3K Signaling LOF,LOF,Broad_moa,MoA
909,CGS001-472,ATM,KD_PI3K_SIGNALING,PI3K Signaling LOF,LOF,Broad_moa,MoA
910,CGS001-3706,ITPKA,KD_PI3K_SIGNALING,PI3K Signaling LOF,LOF,Broad_moa,MoA
911,CGS001-5286,PIK3C2A,KD_PI3K_SIGNALING,PI3K Signaling LOF,LOF,Broad_moa,MoA
912,CGS001-5289,PIK3C3,KD_PI3K_SIGNALING,PI3K Signaling LOF,LOF,Broad_moa,MoA
913,CGS001-5290,PIK3CA,KD_PI3K_SIGNALING,PI3K Signaling LOF,LOF,Broad_moa,MoA
914,CGS001-5294,PIK3CG,KD_PI3K_SIGNALING,PI3K Signaling LOF,LOF,Broad_moa,MoA
915,BRD-K61192372,capecitabine,CP_THYMIDYLATE_SYNTHASE_INHIBITOR,Thymidylate synthase inhibitor,CP,Broad_moa,MoA
916,BRD-K11630072,carmofur,CP_THYMIDYLATE_SYNTHASE_INHIBITOR,Thymidylate synthase inhibitor,CP,Broad_moa,MoA
917,BRD-K89839824,raltitrexed,CP_THYMIDYLATE_SYNTHASE_INHIBITOR,Thymidylate synthase inhibitor,CP,Broad_moa,MoA
918,BRD-A85234536,N6-cyclopentyladenosine,CP_ADENOSINE_RECEPTOR_AGONIST,Adenosine receptor agonist,CP,Broad_moa,MoA
919,BRD-A35338386,NECA,CP_ADENOSINE_RECEPTOR_AGONIST,Adenosine receptor agonist,CP,Broad_moa,MoA
920,BRD-A48430263,pioglitazone,CP_PPAR_RECEPTOR_AGONIST,PPAR receptor agonist,CP,Broad_moa,MoA
921,BRD-A81866333,CGS-21680,CP_ADENOSINE_RECEPTOR_AGONIST,Adenosine receptor agonist,CP,Broad_moa,MoA
922,BRD-A64933752,CV-1808,CP_ADENOSINE_RECEPTOR_AGONIST,Adenosine receptor agonist,CP,Broad_moa,MoA
923,BRD-K40578143,GR-79236,CP_ADENOSINE_RECEPTOR_AGONIST,Adenosine receptor agonist,CP,Broad_moa,MoA
924,BRD-A48809242,IB-MECA,CP_ADENOSINE_RECEPTOR_AGONIST,Adenosine receptor agonist,CP,Broad_moa,MoA
925,BRD-A85234536,N6-cyclopentyladenosine,CP_ADENOSINE_RECEPTOR_AGONIST,Adenosine receptor agonist,CP,Broad_moa,MoA
926,BRD-A35338386,NECA,CP_ADENOSINE_RECEPTOR_AGONIST,Adenosine receptor agonist,CP,Broad_moa,MoA
927,BRD-A48430263,pioglitazone,CP_PPAR_RECEPTOR_AGONIST,PPAR receptor agonist,CP,Broad_moa,MoA
928,ccsbBroad304_01777,WNT1,OE_WNT_FAMILY,Wnt family GOF,GOF,Broad_moa,MoA
929,ccsbBroad304_07135,WNT10B,OE_WNT_FAMILY,Wnt family GOF,GOF,Broad_moa,MoA
930,ccsbBroad304_01779,WNT5A,OE_WNT_FAMILY,Wnt family GOF,GOF,Broad_moa,MoA
931,ccsbBroad304_07136,WNT9A,OE_WNT_FAMILY,Wnt family GOF,GOF,Broad_moa,MoA
932,BRD-K86465814,HO-013,CP_PPAR_RECEPTOR_AGONIST,PPAR receptor agonist,CP,Broad_moa,MoA
933,BRD-K40656405,L-165041,CP_PPAR_RECEPTOR_AGONIST,PPAR receptor agonist,CP,Broad_moa,MoA
934,BRD-K54708045,nTZDpa,CP_PPAR_RECEPTOR_AGONIST,PPAR receptor agonist,CP,Broad_moa,MoA
935,BRD-A48430263,pioglitazone,CP_PPAR_RECEPTOR_AGONIST,PPAR receptor agonist,CP,Broad_moa,MoA
936,ccsbBroad304_00859,IL12A,OE_INTERLEUKINS,Interleukins GOF,GOF,Broad_moa,MoA
937,ccsbBroad304_00860,IL13,OE_INTERLEUKINS,Interleukins GOF,GOF,Broad_moa,MoA
938,ccsbBroad304_00863,IL15,OE_INTERLEUKINS,Interleukins GOF,GOF,Broad_moa,MoA
939,ccsbBroad304_06448,IL18,OE_INTERLEUKINS,Interleukins GOF,GOF,Broad_moa,MoA
940,BRD-K96263742,GW-7647,CP_PPAR_RECEPTOR_AGONIST,PPAR receptor agonist,CP,Broad_moa,MoA
941,BRD-K86465814,HO-013,CP_PPAR_RECEPTOR_AGONIST,PPAR receptor agonist,CP,Broad_moa,MoA
942,BRD-K40656405,L-165041,CP_PPAR_RECEPTOR_AGONIST,PPAR receptor agonist,CP,Broad_moa,MoA
943,BRD-K54708045,nTZDpa,CP_PPAR_RECEPTOR_AGONIST,PPAR receptor agonist,CP,Broad_moa,MoA
944,BRD-A48430263,pioglitazone,CP_PPAR_RECEPTOR_AGONIST,PPAR receptor agonist,CP,Broad_moa,MoA
945,CGS001-136259,KLF14,KD_KRUPPEL_LIKE_TRANSCRIPTION_FACTORS,Kruppel like transcription factors LOF,LOF,Broad_moa,MoA
946,CGS001-10365,KLF2,KD_KRUPPEL_LIKE_TRANSCRIPTION_FACTORS,Kruppel like transcription factors LOF,LOF,Broad_moa,MoA
947,CGS001-51274,KLF3,KD_KRUPPEL_LIKE_TRANSCRIPTION_FACTORS,Kruppel like transcription factors LOF,LOF,Broad_moa,MoA
948,CGS001-25865,PRKD2,KD_AKT_SIGNALING,Akt Signaling LOF,LOF,Broad_moa,MoA
949,CGS001-8935,SKAP2,KD_AKT_SIGNALING,Akt Signaling LOF,LOF,Broad_moa,MoA
950,BRD-K96263742,GW-7647,CP_PPAR_RECEPTOR_AGONIST,PPAR receptor agonist,CP,Broad_moa,MoA
951,BRD-K86465814,HO-013,CP_PPAR_RECEPTOR_AGONIST,PPAR receptor agonist,CP,Broad_moa,MoA
952,BRD-K40656405,L-165041,CP_PPAR_RECEPTOR_AGONIST,PPAR receptor agonist,CP,Broad_moa,MoA
953,BRD-K54708045,nTZDpa,CP_PPAR_RECEPTOR_AGONIST,PPAR receptor agonist,CP,Broad_moa,MoA
954,BRD-A48430263,pioglitazone,CP_PPAR_RECEPTOR_AGONIST,PPAR receptor agonist,CP,Broad_moa,MoA
955,CGS001-210,ALAD,KD_AHSP_PATHWAY,AHSP Pathway LOF,LOF,Broad_moa,MoA
956,CGS001-2235,FECH,KD_AHSP_PATHWAY,AHSP Pathway LOF,LOF,Broad_moa,MoA
957,CGS001-2623,GATA1,KD_AHSP_PATHWAY,AHSP Pathway LOF,LOF,Broad_moa,MoA
958,CGS001-7389,UROD,KD_AHSP_PATHWAY,AHSP Pathway LOF,LOF,Broad_moa,MoA
959,CGS001-25865,PRKD2,KD_AKT_SIGNALING,Akt Signaling LOF,LOF,Broad_moa,MoA
960,CGS001-8935,SKAP2,KD_AKT_SIGNALING,Akt Signaling LOF,LOF,Broad_moa,MoA
961,BRD-K96263742,GW-7647,CP_PPAR_RECEPTOR_AGONIST,PPAR receptor agonist,CP,Broad_moa,MoA
962,BRD-K86465814,HO-013,CP_PPAR_RECEPTOR_AGONIST,PPAR receptor agonist,CP,Broad_moa,MoA
963,BRD-K40656405,L-165041,CP_PPAR_RECEPTOR_AGONIST,PPAR receptor agonist,CP,Broad_moa,MoA
964,BRD-K54708045,nTZDpa,CP_PPAR_RECEPTOR_AGONIST,PPAR receptor agonist,CP,Broad_moa,MoA
965,BRD-A48430263,pioglitazone,CP_PPAR_RECEPTOR_AGONIST,PPAR receptor agonist,CP,Broad_moa,MoA
966,CGS001-207,AKT1,KD_AKT_SIGNALING,Akt Signaling LOF,LOF,Broad_moa,MoA
967,CGS001-208,AKT2,KD_AKT_SIGNALING,Akt Signaling LOF,LOF,Broad_moa,MoA
968,CGS001-10000,AKT3,KD_AKT_SIGNALING,Akt Signaling LOF,LOF,Broad_moa,MoA
969,CGS001-2475,MTOR,KD_AKT_SIGNALING,Akt Signaling LOF,LOF,Broad_moa,MoA
970,CGS001-5170,PDPK1,KD_AKT_SIGNALING,Akt Signaling LOF,LOF,Broad_moa,MoA
971,CGS001-25865,PRKD2,KD_AKT_SIGNALING,Akt Signaling LOF,LOF,Broad_moa,MoA
972,CGS001-8935,SKAP2,KD_AKT_SIGNALING,Akt Signaling LOF,LOF,Broad_moa,MoA
973,BRD-K96263742,GW-7647,CP_PPAR_RECEPTOR_AGONIST,PPAR receptor agonist,CP,Broad_moa,MoA
974,BRD-K86465814,HO-013,CP_PPAR_RECEPTOR_AGONIST,PPAR receptor agonist,CP,Broad_moa,MoA
975,BRD-K40656405,L-165041,CP_PPAR_RECEPTOR_AGONIST,PPAR receptor agonist,CP,Broad_moa,MoA
976,BRD-K54708045,nTZDpa,CP_PPAR_RECEPTOR_AGONIST,PPAR receptor agonist,CP,Broad_moa,MoA
977,BRD-A48430263,pioglitazone,CP_PPAR_RECEPTOR_AGONIST,PPAR receptor agonist,CP,Broad_moa,MoA
978,BRD-K05396879,15-delta-prostaglandin-j2,CP_PPAR_RECEPTOR_AGONIST,PPAR receptor agonist,CP,Broad_moa,MoA
979,BRD-K46018455,bezafibrate,CP_PPAR_RECEPTOR_AGONIST,PPAR receptor agonist,CP,Broad_moa,MoA
980,BRD-A61858259,CAY-10415,CP_PPAR_RECEPTOR_AGONIST,PPAR receptor agonist,CP,Broad_moa,MoA
981,BRD-A93000692,ciglitazone,CP_PPAR_RECEPTOR_AGONIST,PPAR receptor agonist,CP,Broad_moa,MoA
982,BRD-K39965020,doconexent,CP_PPAR_RECEPTOR_AGONIST,PPAR receptor agonist,CP,Broad_moa,MoA
983,BRD-K82983861,GW-0742,CP_PPAR_RECEPTOR_AGONIST,PPAR receptor agonist,CP,Broad_moa,MoA
984,BRD-A15415227,GW-1929,CP_PPAR_RECEPTOR_AGONIST,PPAR receptor agonist,CP,Broad_moa,MoA
985,BRD-K14880289,GW-501516,CP_PPAR_RECEPTOR_AGONIST,PPAR receptor agonist,CP,Broad_moa,MoA
986,BRD-K96263742,GW-7647,CP_PPAR_RECEPTOR_AGONIST,PPAR receptor agonist,CP,Broad_moa,MoA
987,BRD-K86465814,HO-013,CP_PPAR_RECEPTOR_AGONIST,PPAR receptor agonist,CP,Broad_moa,MoA
988,BRD-K40656405,L-165041,CP_PPAR_RECEPTOR_AGONIST,PPAR receptor agonist,CP,Broad_moa,MoA
989,BRD-K54708045,nTZDpa,CP_PPAR_RECEPTOR_AGONIST,PPAR receptor agonist,CP,Broad_moa,MoA
990,BRD-A48430263,pioglitazone,CP_PPAR_RECEPTOR_AGONIST,PPAR receptor agonist,CP,Broad_moa,MoA
991,BRD-K78280988,anandamide,CP_CANNABINOID_RECEPTOR_AGONIST,Cannabinoid receptor agonist,CP,Broad_moa,MoA
992,BRD-K18799075,BAY-59-3074,CP_CANNABINOID_RECEPTOR_AGONIST,Cannabinoid receptor agonist,CP,Broad_moa,MoA
993,BRD-K65285700,GP-1a,CP_CANNABINOID_RECEPTOR_AGONIST,Cannabinoid receptor agonist,CP,Broad_moa,MoA
994,BRD-K10705233,GW-405833,CP_CANNABINOID_RECEPTOR_AGONIST,Cannabinoid receptor agonist,CP,Broad_moa,MoA
995,BRD-K63150726,JTE-907,CP_CANNABINOID_RECEPTOR_AGONIST,Cannabinoid receptor agonist,CP,Broad_moa,MoA
996,BRD-K17796732,JWH-015,CP_CANNABINOID_RECEPTOR_AGONIST,Cannabinoid receptor agonist,CP,Broad_moa,MoA
997,BRD-K86958018,olvanil,CP_CANNABINOID_RECEPTOR_AGONIST,Cannabinoid receptor agonist,CP,Broad_moa,MoA
998,BRD-K68095457,palmitoylethanolamide,CP_CANNABINOID_RECEPTOR_AGONIST,Cannabinoid receptor agonist,CP,Broad_moa,MoA
999,CGS001-533,ATP6V0B,KD_V_TYPE_ATPASES,V type ATPases LOF,LOF,Broad_moa,MoA
1000,CGS001-527,ATP6V0C,KD_V_TYPE_ATPASES,V type ATPases LOF,LOF,Broad_moa,MoA
1001,CGS001-523,ATP6V1A,KD_V_TYPE_ATPASES,V type ATPases LOF,LOF,Broad_moa,MoA
1002,CGS001-9296,ATP6V1F,KD_V_TYPE_ATPASES,V type ATPases LOF,LOF,Broad_moa,MoA
1003,BRD-A23637604,oxymetholone,CP_ANDROGEN_RECEPTOR_MODULATOR,Androgen receptor modulator,CP,Broad_moa,MoA
1004,BRD-A55393291,testosterone,CP_ANDROGEN_RECEPTOR_MODULATOR,Androgen receptor modulator,CP,Broad_moa,MoA
1005,BRD-A48720949,testosterone-propionate,CP_ANDROGEN_RECEPTOR_MODULATOR,Androgen receptor modulator,CP,Broad_moa,MoA
1006,BRD-K10467831,tibolone,CP_ANDROGEN_RECEPTOR_MODULATOR,Androgen receptor modulator,CP,Broad_moa,MoA
1007,BRD-K72541103,JAK3-inhibitor-I,CP_JAK_INHIBITOR,JAK inhibitor,CP,Broad_moa,MoA
1008,BRD-K04546108,JAK3-inhibitor-VI,CP_JAK_INHIBITOR,JAK inhibitor,CP,Broad_moa,MoA
1009,BRD-K23192422,lestaurtinib,CP_JAK_INHIBITOR,JAK inhibitor,CP,Broad_moa,MoA
1010,BRD-K12502280,TG-101348,CP_JAK_INHIBITOR,JAK inhibitor,CP,Broad_moa,MoA
1011,BRD-K52850071,WHI-P154,CP_JAK_INHIBITOR,JAK inhibitor,CP,Broad_moa,MoA
1012,BRD-A23637604,oxymetholone,CP_ANDROGEN_RECEPTOR_MODULATOR,Androgen receptor modulator,CP,Broad_moa,MoA
1013,BRD-A55393291,testosterone,CP_ANDROGEN_RECEPTOR_MODULATOR,Androgen receptor modulator,CP,Broad_moa,MoA
1014,BRD-A48720949,testosterone-propionate,CP_ANDROGEN_RECEPTOR_MODULATOR,Androgen receptor modulator,CP,Broad_moa,MoA
1015,BRD-K10467831,tibolone,CP_ANDROGEN_RECEPTOR_MODULATOR,Androgen receptor modulator,CP,Broad_moa,MoA
1016,BRD-K82164249,andarine,CP_ANDROGEN_RECEPTOR_MODULATOR,Androgen receptor modulator,CP,Broad_moa,MoA
1017,BRD-A39290993,cyproterone,CP_ANDROGEN_RECEPTOR_MODULATOR,Androgen receptor modulator,CP,Broad_moa,MoA
1018,BRD-K16621777,enobosarm,CP_ANDROGEN_RECEPTOR_MODULATOR,Androgen receptor modulator,CP,Broad_moa,MoA
1019,BRD-A94793051,gestrinone,CP_ANDROGEN_RECEPTOR_MODULATOR,Androgen receptor modulator,CP,Broad_moa,MoA
1020,BRD-K18523449,mestanolone,CP_ANDROGEN_RECEPTOR_MODULATOR,Androgen receptor modulator,CP,Broad_moa,MoA
1021,BRD-K88679075,methandriol,CP_ANDROGEN_RECEPTOR_MODULATOR,Androgen receptor modulator,CP,Broad_moa,MoA
1022,BRD-A23637604,oxymetholone,CP_ANDROGEN_RECEPTOR_MODULATOR,Androgen receptor modulator,CP,Broad_moa,MoA
1023,BRD-A55393291,testosterone,CP_ANDROGEN_RECEPTOR_MODULATOR,Androgen receptor modulator,CP,Broad_moa,MoA
1024,BRD-A48720949,testosterone-propionate,CP_ANDROGEN_RECEPTOR_MODULATOR,Androgen receptor modulator,CP,Broad_moa,MoA
1025,BRD-K10467831,tibolone,CP_ANDROGEN_RECEPTOR_MODULATOR,Androgen receptor modulator,CP,Broad_moa,MoA
1026,CGS001-2237,FEN1,KD_NON_HOMOLOGOUS_END_JOINING,Non Homologous End Joining LOF,LOF,Broad_moa,MoA
1027,CGS001-10111,RAD50,KD_NON_HOMOLOGOUS_END_JOINING,Non Homologous End Joining LOF,LOF,Broad_moa,MoA
1028,CGS001-7518,XRCC4,KD_NON_HOMOLOGOUS_END_JOINING,Non Homologous End Joining LOF,LOF,Broad_moa,MoA
1029,CGS001-7520,XRCC5,KD_NON_HOMOLOGOUS_END_JOINING,Non Homologous End Joining LOF,LOF,Broad_moa,MoA
1030,BRD-K76617868,fasudil,CP_RHO_ASSOCIATED_KINASE_INHIBITOR,Rho associated kinase inhibitor,CP,Broad_moa,MoA
1031,BRD-K77793136,hydroxyfasudil,CP_RHO_ASSOCIATED_KINASE_INHIBITOR,Rho associated kinase inhibitor,CP,Broad_moa,MoA
1032,BRD-K46678324,RHO-kinase-inhibitor-II,CP_RHO_ASSOCIATED_KINASE_INHIBITOR,Rho associated kinase inhibitor,CP,Broad_moa,MoA
1033,BRD-K44084986,Y-27632,CP_RHO_ASSOCIATED_KINASE_INHIBITOR,Rho associated kinase inhibitor,CP,Broad_moa,MoA
1034,CGS001-344387,CDKL4,KD_CYCLIN_DEPENDENT_KINASES,Cyclin dependent kinases LOF,LOF,Broad_moa,MoA
1035,CGS001-8558,CDK10,KD_CYCLIN_DEPENDENT_KINASES,Cyclin dependent kinases LOF,LOF,Broad_moa,MoA
1036,CGS001-1017,CDK2,KD_CYCLIN_DEPENDENT_KINASES,Cyclin dependent kinases LOF,LOF,Broad_moa,MoA
1037,CGS001-1019,CDK4,KD_CYCLIN_DEPENDENT_KINASES,Cyclin dependent kinases LOF,LOF,Broad_moa,MoA
1038,CGS001-1021,CDK6,KD_CYCLIN_DEPENDENT_KINASES,Cyclin dependent kinases LOF,LOF,Broad_moa,MoA
1039,CGS001-1025,CDK9,KD_CYCLIN_DEPENDENT_KINASES,Cyclin dependent kinases LOF,LOF,Broad_moa,MoA
1040,CGS001-344387,CDKL4,KD_CYCLIN_DEPENDENT_KINASES,Cyclin dependent kinases LOF,LOF,Broad_moa,MoA
1041,BRD-A09495397,bicuculline,CP_GABA_RECEPTOR_ANTAGONIST,GABA receptor antagonist,CP,Broad_moa,MoA
1042,BRD-A04668240,CGP-52432,CP_GABA_RECEPTOR_ANTAGONIST,GABA receptor antagonist,CP,Broad_moa,MoA
1043,BRD-A85025557,NCS-382,CP_GABA_RECEPTOR_ANTAGONIST,GABA receptor antagonist,CP,Broad_moa,MoA
1044,BRD-K57718010,pentylenetetrazol,CP_GABA_RECEPTOR_ANTAGONIST,GABA receptor antagonist,CP,Broad_moa,MoA
1045,BRD-A24122750,saclofen,CP_GABA_RECEPTOR_ANTAGONIST,GABA receptor antagonist,CP,Broad_moa,MoA
1046,BRD-A50928468,norgestrel,CP_PROGESTERONE_RECEPTOR_AGONIST,Progesterone receptor agonist,CP,Broad_moa,MoA
1047,BRD-K64994968,progesterone,CP_PROGESTERONE_RECEPTOR_AGONIST,Progesterone receptor agonist,CP,Broad_moa,MoA
1048,BRD-A11990600,lorazepam,CP_BENZODIAZEPINE_RECEPTOR_AGONIST,Benzodiazepine receptor agonist,CP,Broad_moa,MoA
1049,BRD-K00532621,midazolam,CP_BENZODIAZEPINE_RECEPTOR_AGONIST,Benzodiazepine receptor agonist,CP,Broad_moa,MoA
1050,BRD-K57930253,nitrazepam,CP_BENZODIAZEPINE_RECEPTOR_AGONIST,Benzodiazepine receptor agonist,CP,Broad_moa,MoA
1051,BRD-K44876623,zolpidem,CP_BENZODIAZEPINE_RECEPTOR_AGONIST,Benzodiazepine receptor agonist,CP,Broad_moa,MoA
